person_id,person_name,surname,unique_attribute,sex,tribe,person_notes,name_instance,person_sequence,description
Tobiah_2,Tobiah,,the Ammonite official who opposed Nehemiah (NEH 2:10),male,Ammonite,"In this dataset, Tobiah is described as the Ammonite official who opposed Nehemiah (NEH 2:10). Recorded as male; listed with tribe: Ammonite.",2,2290,"In this dataset, Tobiah is described as the Ammonite official who opposed Nehemiah (NEH 2:10). Recorded as male; listed with tribe: Ammonite."
Geshem_1,Geshem,,the Arab who opposed Nehemiah (NEH 2:19),male,,"In this dataset, Geshem is described as the Arab who opposed Nehemiah (NEH 2:19). Recorded as male.",1,2291,"In this dataset, Geshem is described as the Arab who opposed Nehemiah (NEH 2:19). Recorded as male."
Eliashib_7,Eliashib,,the high priest with Nehemiah during the reconstruction of Jerusalem (NEH 3:1),male,Levi,"In this dataset, Eliashib is described as the high priest with Nehemiah during the reconstruction of Jerusalem (NEH 3:1). Recorded as male; listed with tribe: Levi.",7,2292,"In this dataset, Eliashib is described as the high priest with Nehemiah during the reconstruction of Jerusalem (NEH 3:1). Recorded as male; listed with tribe: Levi."
Zaccur_5,Zaccur,,rebuilt part of the Jerusalem wall (NEH 3:2),male,,"In this dataset, Zaccur is described as rebuilt part of the Jerusalem wall (NEH 3:2). Recorded as male.",5,2293,"In this dataset, Zaccur is described as rebuilt part of the Jerusalem wall (NEH 3:2). Recorded as male."
Imri_2,Imri,,father of Zaccur (NEH 3:2),male,,"In this dataset, Imri is described as father of Zaccur (NEH 3:2). Recorded as male.",2,2294,"In this dataset, Imri is described as father of Zaccur (NEH 3:2). Recorded as male."
Hassenaah_1,Hassenaah,,his sons built the fish gate (NEH 3:3),male,,"In this dataset, Hassenaah is described as his sons built the fish gate (NEH 3:3). Recorded as male.",1,2295,"In this dataset, Hassenaah is described as his sons built the fish gate (NEH 3:3). Recorded as male."
Hakkoz_2,Hakkoz,,"father of Uriah (NEH 3:4, NEH 3:21)",male,,"In this dataset, Hakkoz is described as father of Uriah (NEH 3:4, NEH 3:21). Recorded as male.",2,2296,"In this dataset, Hakkoz is described as father of Uriah (NEH 3:4, NEH 3:21). Recorded as male."
Meshullam_11,Meshullam,,"made repairs to the wall of Jerusalem (NEH 3:4, NEH 3:30)",male,,"In this dataset, Meshullam is described as made repairs to the wall of Jerusalem (NEH 3:4, NEH 3:30). Recorded as male.",11,2297,"In this dataset, Meshullam is described as made repairs to the wall of Jerusalem (NEH 3:4, NEH 3:30). Recorded as male."
Berechiah_5,Berechiah,,father of Meshullam (NEH 3:4),male,,"In this dataset, Berechiah is described as father of Meshullam (NEH 3:4). Recorded as male.",5,2298,"In this dataset, Berechiah is described as father of Meshullam (NEH 3:4). Recorded as male."
Meshezabel_1,Meshezabel,,father of Berechiah (NEH 3:4),male,,"In this dataset, Meshezabel is described as father of Berechiah (NEH 3:4). Recorded as male.",1,2299,"In this dataset, Meshezabel is described as father of Berechiah (NEH 3:4). Recorded as male."
Zadok_4,Zadok,,made repairs to the wall of Jerusalem (NEH 3:4),male,,"In this dataset, Zadok is described as made repairs to the wall of Jerusalem (NEH 3:4). Recorded as male.",4,2300,"In this dataset, Zadok is described as made repairs to the wall of Jerusalem (NEH 3:4). Recorded as male."
Baana_3,Baana,,father of Zadok (NEH 3:4),male,,"In this dataset, Baana is described as father of Zadok (NEH 3:4). Recorded as male.",3,2301,"In this dataset, Baana is described as father of Zadok (NEH 3:4). Recorded as male."
Joiada_1,Joiada,,repaired the Old Gate (NEH 3:6),male,,"In this dataset, Joiada is described as repaired the Old Gate (NEH 3:6). Recorded as male.",1,2302,"In this dataset, Joiada is described as repaired the Old Gate (NEH 3:6). Recorded as male."
Paseah_3,Paseah,,father of Joiada (NEH 3:6),male,,"In this dataset, Paseah is described as father of Joiada (NEH 3:6). Recorded as male.",3,2303,"In this dataset, Paseah is described as father of Joiada (NEH 3:6). Recorded as male."
Meshullam_12,Meshullam,,repaired the Old Gate (NEH 3:6),male,,"In this dataset, Meshullam is described as repaired the Old Gate (NEH 3:6). Recorded as male.",12,2304,"In this dataset, Meshullam is described as repaired the Old Gate (NEH 3:6). Recorded as male."
Besodeiah_1,Besodeiah,,father of Meshullam (NEH 3:6),male,,"In this dataset, Besodeiah is described as father of Meshullam (NEH 3:6). Recorded as male.",1,2305,"In this dataset, Besodeiah is described as father of Meshullam (NEH 3:6). Recorded as male."
Melatiah_1,Melatiah,,"the Gibeonite, made repairs for the official seat of the governor (NEH 3:7)",male,,"In this dataset, Melatiah is described as the Gibeonite, made repairs for the official seat of the governor (NEH 3:7). Recorded as male.",1,2306,"In this dataset, Melatiah is described as the Gibeonite, made repairs for the official seat of the governor (NEH 3:7). Recorded as male."
Jadon_1,Jadon,,"the Meronothite, made repairs for the official seat of the governor (NEH 3:7)",male,,"In this dataset, Jadon is described as the Meronothite, made repairs for the official seat of the governor (NEH 3:7). Recorded as male.",1,2307,"In this dataset, Jadon is described as the Meronothite, made repairs for the official seat of the governor (NEH 3:7). Recorded as male."
Uzziel_6,Uzziel,,made repairs to the wall of Jerusalem (NEH 3:8),male,,"In this dataset, Uzziel is described as made repairs to the wall of Jerusalem (NEH 3:8). Recorded as male.",6,2308,"In this dataset, Uzziel is described as made repairs to the wall of Jerusalem (NEH 3:8). Recorded as male."
Harhaiah_1,Harhaiah,,"of the goldsmiths, father of Uzziel (NEH 3:8)",male,,"In this dataset, Harhaiah is described as of the goldsmiths, father of Uzziel (NEH 3:8). Recorded as male.",1,2309,"In this dataset, Harhaiah is described as of the goldsmiths, father of Uzziel (NEH 3:8). Recorded as male."
Hananiah_6,Hananiah,,"one of the perfumers, made repairs to the wall of Jerusalem (NEH 3:8)",male,,"In this dataset, Hananiah is described as one of the perfumers, made repairs to the wall of Jerusalem (NEH 3:8). Recorded as male.",6,2310,"In this dataset, Hananiah is described as one of the perfumers, made repairs to the wall of Jerusalem (NEH 3:8). Recorded as male."
Rephaiah_4,Rephaiah,,made repairs to the wall of Jerusalem (NEH 3:9),male,,"In this dataset, Rephaiah is described as made repairs to the wall of Jerusalem (NEH 3:9). Recorded as male.",4,2311,"In this dataset, Rephaiah is described as made repairs to the wall of Jerusalem (NEH 3:9). Recorded as male."
Hur_3,Hur,,official of half the district of Jerusalem and father of Rephaiah (NEH 3:9),male,,"In this dataset, Hur is described as official of half the district of Jerusalem and father of Rephaiah (NEH 3:9). Recorded as male.",3,2312,"In this dataset, Hur is described as official of half the district of Jerusalem and father of Rephaiah (NEH 3:9). Recorded as male."
Jedaiah_4,Jedaiah,,made repairs to the wall of Jerusalem opposite his house (NEH 3:10),male,,"In this dataset, Jedaiah is described as made repairs to the wall of Jerusalem opposite his house (NEH 3:10). Recorded as male.",4,2313,"In this dataset, Jedaiah is described as made repairs to the wall of Jerusalem opposite his house (NEH 3:10). Recorded as male."
Harumaph_1,Harumaph,,father of Jedaiah (NEH 3:10),male,,"In this dataset, Harumaph is described as father of Jedaiah (NEH 3:10). Recorded as male.",1,2314,"In this dataset, Harumaph is described as father of Jedaiah (NEH 3:10). Recorded as male."
Hattush_2,Hattush,,made repairs to the wall of Jerusalem (NEH 3:10),male,,"In this dataset, Hattush is described as made repairs to the wall of Jerusalem (NEH 3:10). Recorded as male.",2,2315,"In this dataset, Hattush is described as made repairs to the wall of Jerusalem (NEH 3:10). Recorded as male."
Hashabneiah_1,Hashabneiah,,father of Hattush (NEH 3:10),male,,"In this dataset, Hashabneiah is described as father of Hattush (NEH 3:10). Recorded as male.",1,2316,"In this dataset, Hashabneiah is described as father of Hattush (NEH 3:10). Recorded as male."
Malchijah_7,Malchijah,,repaired a section of wall and the Tower of Furnaces (NEH 3:11),male,,"In this dataset, Malchijah is described as repaired a section of wall and the Tower of Furnaces (NEH 3:11). Recorded as male.",7,2317,"In this dataset, Malchijah is described as repaired a section of wall and the Tower of Furnaces (NEH 3:11). Recorded as male."
Harim_4,Harim,,father of Malchijah (NEH 3:11),male,,"In this dataset, Harim is described as father of Malchijah (NEH 3:11). Recorded as male.",4,2318,"In this dataset, Harim is described as father of Malchijah (NEH 3:11). Recorded as male."
Hasshub_2,Hasshub,,"repaired a section of wall and the Tower of Furnaces, son of Pahath-moab (NEH 3:11)",male,,"In this dataset, Hasshub is described as repaired a section of wall and the Tower of Furnaces, son of Pahath-moab (NEH 3:11). Recorded as male.",2,2319,"In this dataset, Hasshub is described as repaired a section of wall and the Tower of Furnaces, son of Pahath-moab (NEH 3:11). Recorded as male."
Shallum_11,Shallum,,he and his daughters made repairs to the wall of Jerusalem (NEH 3:12),male,,"In this dataset, Shallum is described as he and his daughters made repairs to the wall of Jerusalem (NEH 3:12). Recorded as male.",11,2320,"In this dataset, Shallum is described as he and his daughters made repairs to the wall of Jerusalem (NEH 3:12). Recorded as male."
Hallohesh_1,Hallohesh,,official of half the district of Jerusalem and father of Shallum (NEH 3:12),male,,"In this dataset, Hallohesh is described as official of half the district of Jerusalem and father of Shallum (NEH 3:12). Recorded as male.",1,2321,"In this dataset, Hallohesh is described as official of half the district of Jerusalem and father of Shallum (NEH 3:12). Recorded as male."
Hanun_2,Hanun,,repaired the Valley Gate and the wall to the Refuse Gate (NEH 3:13),male,,"In this dataset, Hanun is described as repaired the Valley Gate and the wall to the Refuse Gate (NEH 3:13). Recorded as male.",2,2322,"In this dataset, Hanun is described as repaired the Valley Gate and the wall to the Refuse Gate (NEH 3:13). Recorded as male."
Malchijah_8,Malchijah,,repaired the Refuse Gate (NEH 3:14),male,,"In this dataset, Malchijah is described as repaired the Refuse Gate (NEH 3:14). Recorded as male.",8,2323,"In this dataset, Malchijah is described as repaired the Refuse Gate (NEH 3:14). Recorded as male."
Rechab_3,Rechab,,official of the district of Beth-haccherem and father of Malchijah (NEH 3:14),male,,"In this dataset, Rechab is described as official of the district of Beth-haccherem and father of Malchijah (NEH 3:14). Recorded as male.",3,2324,"In this dataset, Rechab is described as official of the district of Beth-haccherem and father of Malchijah (NEH 3:14). Recorded as male."
Shallum_12,Shallum,,repaired the Fountain Gate (NEH 3:15),male,,"In this dataset, Shallum is described as repaired the Fountain Gate (NEH 3:15). Recorded as male.",12,2325,"In this dataset, Shallum is described as repaired the Fountain Gate (NEH 3:15). Recorded as male."
Col-hozeh_1,Col-hozeh,,official of the distrct of Mizpah and father of Shallum (NEH 3:15),male,Judah,"In this dataset, Col-hozeh is described as official of the distrct of Mizpah and father of Shallum (NEH 3:15). Recorded as male; listed with tribe: Judah.",1,2326,"In this dataset, Col-hozeh is described as official of the distrct of Mizpah and father of Shallum (NEH 3:15). Recorded as male; listed with tribe: Judah."
Nehemiah_2,Nehemiah,,made repairs to the wall of Jerusalem (NEH 3:16),male,,"In this dataset, Nehemiah is described as made repairs to the wall of Jerusalem (NEH 3:16). Recorded as male.",2,2327,"In this dataset, Nehemiah is described as made repairs to the wall of Jerusalem (NEH 3:16). Recorded as male."
Azbuk_1,Azbuk,,official of the district of Beth-zur and father of Nehemiah (NEH 3:16),male,,"In this dataset, Azbuk is described as official of the district of Beth-zur and father of Nehemiah (NEH 3:16). Recorded as male.",1,2328,"In this dataset, Azbuk is described as official of the district of Beth-zur and father of Nehemiah (NEH 3:16). Recorded as male."
Rehum_3,Rehum,,supervised the Levites' repairs to the wall (NEH 3:17),male,,"In this dataset, Rehum is described as supervised the Levites' repairs to the wall (NEH 3:17). Recorded as male.",3,2329,"In this dataset, Rehum is described as supervised the Levites' repairs to the wall (NEH 3:17). Recorded as male."
Bani_6,Bani,,father of Rehum (NEH 3:17),male,,"In this dataset, Bani is described as father of Rehum (NEH 3:17). Recorded as male.",6,2330,"In this dataset, Bani is described as father of Rehum (NEH 3:17). Recorded as male."
Hashabiah_5,Hashabiah,,official of half the district of Keilah (NEH 3:17),male,,"In this dataset, Hashabiah is described as official of half the district of Keilah (NEH 3:17). Recorded as male.",5,2331,"In this dataset, Hashabiah is described as official of half the district of Keilah (NEH 3:17). Recorded as male."
Bavvai_1,Bavvai,,carried out repairs (NEH 3:18),male,,"In this dataset, Bavvai is described as carried out repairs (NEH 3:18). Recorded as male.",1,2332,"In this dataset, Bavvai is described as carried out repairs (NEH 3:18). Recorded as male."
Henadad_1,Henadad,,official of the other half of the district of Keilah and father of Bavvai (NEH 3:18),male,,"In this dataset, Henadad is described as official of the other half of the district of Keilah and father of Bavvai (NEH 3:18). Recorded as male.",1,2333,"In this dataset, Henadad is described as official of the other half of the district of Keilah and father of Bavvai (NEH 3:18). Recorded as male."
Ezer_5,Ezer,,repaired the wall in front of the ascent of the armory (NEH 3:19),male,,"In this dataset, Ezer is described as repaired the wall in front of the ascent of the armory (NEH 3:19). Recorded as male.",5,2334,"In this dataset, Ezer is described as repaired the wall in front of the ascent of the armory (NEH 3:19). Recorded as male."
Jeshua_6,Jeshua,,official of Mizpah and father of Ezer_5 (NEH 3:19),male,,"In this dataset, Jeshua is described as official of Mizpah and father of Ezer_5 (NEH 3:19). Recorded as male.",6,2335,"In this dataset, Jeshua is described as official of Mizpah and father of Ezer_5 (NEH 3:19). Recorded as male."
Baruch_1,Baruch,,zealously repaired another section of wall (NEH 3:20),male,,"In this dataset, Baruch is described as zealously repaired another section of wall (NEH 3:20). Recorded as male.",1,2336,"In this dataset, Baruch is described as zealously repaired another section of wall (NEH 3:20). Recorded as male."
Zabbai_2,Zabbai,,father of Baruch (NEH 3:20),male,,"In this dataset, Zabbai is described as father of Baruch (NEH 3:20). Recorded as male.",2,2337,"In this dataset, Zabbai is described as father of Baruch (NEH 3:20). Recorded as male."
Benjamin_4,Benjamin,,carried out repairs in front of their house (NEH 3:23),male,,"In this dataset, Benjamin is described as carried out repairs in front of their house (NEH 3:23). Recorded as male.",4,2338,"In this dataset, Benjamin is described as carried out repairs in front of their house (NEH 3:23). Recorded as male."
Hasshub_3,Hasshub,,carried out repairs in front of their house (NEH 3:23),male,,"In this dataset, Hasshub is described as carried out repairs in front of their house (NEH 3:23). Recorded as male.",3,2339,"In this dataset, Hasshub is described as carried out repairs in front of their house (NEH 3:23). Recorded as male."
Azariah_16,Azariah,,carried out repairs beside his house (NEH 3:23),male,,"In this dataset, Azariah is described as carried out repairs beside his house (NEH 3:23). Recorded as male.",16,2340,"In this dataset, Azariah is described as carried out repairs beside his house (NEH 3:23). Recorded as male."
Maaseiah_9,Maaseiah,,father of Azariah_16 (NEH 3:23),male,,"In this dataset, Maaseiah is described as father of Azariah_16 (NEH 3:23). Recorded as male.",9,2341,"In this dataset, Maaseiah is described as father of Azariah_16 (NEH 3:23). Recorded as male."
Ananiah_1,Ananiah,,father of Maaseiah_9 (NEH 3:23),male,,"In this dataset, Ananiah is described as father of Maaseiah_9 (NEH 3:23). Recorded as male.",1,2342,"In this dataset, Ananiah is described as father of Maaseiah_9 (NEH 3:23). Recorded as male."
Binnui_4,Binnui,,repaired a section of the wall of Jerusalem (NEH 3:24),male,Levi,"In this dataset, Binnui is described as repaired a section of the wall of Jerusalem (NEH 3:24). Recorded as male; listed with tribe: Levi.",4,2343,"In this dataset, Binnui is described as repaired a section of the wall of Jerusalem (NEH 3:24). Recorded as male; listed with tribe: Levi."
Henadad_2,Henadad,,"father of Binnui_4 (NEH 3:24), a Levite (NEH 10:9)",male,Levi,"In this dataset, Henadad is described as father of Binnui_4 (NEH 3:24), a Levite (NEH 10:9). Recorded as male; listed with tribe: Levi.",2,2344,"In this dataset, Henadad is described as father of Binnui_4 (NEH 3:24), a Levite (NEH 10:9). Recorded as male; listed with tribe: Levi."
Palal_1,Palal,,repaired the wall of Jerusalem in front of the Angle (NEH 3:25),male,,"In this dataset, Palal is described as repaired the wall of Jerusalem in front of the Angle (NEH 3:25). Recorded as male.",1,2345,"In this dataset, Palal is described as repaired the wall of Jerusalem in front of the Angle (NEH 3:25). Recorded as male."
Uzai_1,Uzai,,father of Palal (NEH 3:25),male,,"In this dataset, Uzai is described as father of Palal (NEH 3:25). Recorded as male.",1,2346,"In this dataset, Uzai is described as father of Palal (NEH 3:25). Recorded as male."
Pedaiah_4,Pedaiah,,repaired the wall of Jerusalem (NEH 3:25),male,,"In this dataset, Pedaiah is described as repaired the wall of Jerusalem (NEH 3:25). Recorded as male.",4,2347,"In this dataset, Pedaiah is described as repaired the wall of Jerusalem (NEH 3:25). Recorded as male."
Parosh_2,Parosh,,father of Pedaiah_4 (NEH 3:25),male,,"In this dataset, Parosh is described as father of Pedaiah_4 (NEH 3:25). Recorded as male.",2,2348,"In this dataset, Parosh is described as father of Pedaiah_4 (NEH 3:25). Recorded as male."
Zadok_5,Zadok,,repaired Jerusalem's wall in front of his house (NEH 3:29),male,,"In this dataset, Zadok is described as repaired Jerusalem's wall in front of his house (NEH 3:29). Recorded as male.",5,2349,"In this dataset, Zadok is described as repaired Jerusalem's wall in front of his house (NEH 3:29). Recorded as male."
Immer_3,Immer,,father of Zadok (NEH 3:29),male,,"In this dataset, Immer is described as father of Zadok (NEH 3:29). Recorded as male.",3,2350,"In this dataset, Immer is described as father of Zadok (NEH 3:29). Recorded as male."
Shemaiah_17,Shemaiah,,repaired the wall of Jerusalem (NEH 3:29),male,,"In this dataset, Shemaiah is described as repaired the wall of Jerusalem (NEH 3:29). Recorded as male.",17,2351,"In this dataset, Shemaiah is described as repaired the wall of Jerusalem (NEH 3:29). Recorded as male."
Shecaniah_6,Shecaniah,,father of Shemaiah_17 (NEH 3:29),male,,"In this dataset, Shecaniah is described as father of Shemaiah_17 (NEH 3:29). Recorded as male.",6,2352,"In this dataset, Shecaniah is described as father of Shemaiah_17 (NEH 3:29). Recorded as male."
Hananiah_7,Hananiah,,"repaired the wall of Jerusalem (NEH 3:30),",male,,"In this dataset, Hananiah is described as repaired the wall of Jerusalem (NEH 3:30),. Recorded as male.",7,2353,"In this dataset, Hananiah is described as repaired the wall of Jerusalem (NEH 3:30),. Recorded as male."
Shelemiah_3,Shelemiah,,father of Hananiah_7 (NEH 3:30),male,,"In this dataset, Shelemiah is described as father of Hananiah_7 (NEH 3:30). Recorded as male.",3,2354,"In this dataset, Shelemiah is described as father of Hananiah_7 (NEH 3:30). Recorded as male."
Hanun_3,Hanun,,"the sixth son of Zalaph, repaired a section of Jerusalem's wall (NEH 3:30)",male,,"In this dataset, Hanun is described as the sixth son of Zalaph, repaired a section of Jerusalem's wall (NEH 3:30). Recorded as male.",3,2355,"In this dataset, Hanun is described as the sixth son of Zalaph, repaired a section of Jerusalem's wall (NEH 3:30). Recorded as male."
Zalaph_1,Zalaph,,father of Hanun_3 (NEH 3:30),male,,"In this dataset, Zalaph is described as father of Hanun_3 (NEH 3:30). Recorded as male.",1,2356,"In this dataset, Zalaph is described as father of Hanun_3 (NEH 3:30). Recorded as male."
Malchijah_9,Malchijah,,one of the goldsmiths who repaired the wall of Jerusalem (NEH 3:31),male,,"In this dataset, Malchijah is described as one of the goldsmiths who repaired the wall of Jerusalem (NEH 3:31). Recorded as male.",9,2357,"In this dataset, Malchijah is described as one of the goldsmiths who repaired the wall of Jerusalem (NEH 3:31). Recorded as male."
Shemaiah_18,Shemaiah,,suggested Nehemiah hide in the Temple (NEH 6:10),male,,"In this dataset, Shemaiah is described as suggested Nehemiah hide in the Temple (NEH 6:10). Recorded as male.",18,2358,"In this dataset, Shemaiah is described as suggested Nehemiah hide in the Temple (NEH 6:10). Recorded as male."
Delaiah_4,Delaiah,,father of Shemaiah_18 (NEH 6:10),male,,"In this dataset, Delaiah is described as father of Shemaiah_18 (NEH 6:10). Recorded as male.",4,2359,"In this dataset, Delaiah is described as father of Shemaiah_18 (NEH 6:10). Recorded as male."
Mehetabel_2,Mehetabel,,father of Delaiah_4 (NEH 6:10),male,,"In this dataset, Mehetabel is described as father of Delaiah_4 (NEH 6:10). Recorded as male.",2,2360,"In this dataset, Mehetabel is described as father of Delaiah_4 (NEH 6:10). Recorded as male."
Noadiah_2,Noadiah,,the prophetess who tried to frighten Nehemiah (NEH 6:14),female,,"In this dataset, Noadiah is described as the prophetess who tried to frighten Nehemiah (NEH 6:14). Recorded as female.",2,2361,"In this dataset, Noadiah is described as the prophetess who tried to frighten Nehemiah (NEH 6:14). Recorded as female."
Shecaniah_7,Shecaniah,,father-in-law of Tobiah_2 (NEH 6:18),male,,"In this dataset, Shecaniah is described as father-in-law of Tobiah_2 (NEH 6:18). Recorded as male.",7,2362,"In this dataset, Shecaniah is described as father-in-law of Tobiah_2 (NEH 6:18). Recorded as male."
Arah_3,Arah,,father of Shecaniah_7 (NEH 6:18),male,,"In this dataset, Arah is described as father of Shecaniah_7 (NEH 6:18). Recorded as male.",3,2363,"In this dataset, Arah is described as father of Shecaniah_7 (NEH 6:18). Recorded as male."
Jehohanan_3,Jehohanan,,son of Tobiah_2 who married daughter of Meshullam_11 (NEH 6:18),male,,"In this dataset, Jehohanan is described as son of Tobiah_2 who married daughter of Meshullam_11 (NEH 6:18). Recorded as male.",3,2364,"In this dataset, Jehohanan is described as son of Tobiah_2 who married daughter of Meshullam_11 (NEH 6:18). Recorded as male."
Hananiah_8,Hananiah,,the commander of the fortress in Jerusalem (NEH 7:2),male,,"In this dataset, Hananiah is described as the commander of the fortress in Jerusalem (NEH 7:2). Recorded as male.",8,2365,"In this dataset, Hananiah is described as the commander of the fortress in Jerusalem (NEH 7:2). Recorded as male."
Nahamani_1,Nahamani,,returned to Judah after the Babylonian captivity (NEH 7:7),male,,"In this dataset, Nahamani is described as returned to Judah after the Babylonian captivity (NEH 7:7). Recorded as male.",1,2366,"In this dataset, Nahamani is described as returned to Judah after the Babylonian captivity (NEH 7:7). Recorded as male."
Mattithiah_5,Mattithiah,,stood on Ezra's right hand as he read from the Law (NEH 8:4),male,Levi,"In this dataset, Mattithiah is described as stood on Ezra's right hand as he read from the Law (NEH 8:4). Recorded as male; listed with tribe: Levi.",5,2367,"In this dataset, Mattithiah is described as stood on Ezra's right hand as he read from the Law (NEH 8:4). Recorded as male; listed with tribe: Levi."
Shema_4,Shema,,stood on Ezra's right hand as he read from the Law (NEH 8:4),male,Levi,"In this dataset, Shema is described as stood on Ezra's right hand as he read from the Law (NEH 8:4). Recorded as male; listed with tribe: Levi.",4,2368,"In this dataset, Shema is described as stood on Ezra's right hand as he read from the Law (NEH 8:4). Recorded as male; listed with tribe: Levi."
Anaiah_1,Anaiah,,"stood on Ezra's right hand as he read from the Law (NEH 8:4),",male,Levi,"In this dataset, Anaiah is described as stood on Ezra's right hand as he read from the Law (NEH 8:4),. Recorded as male; listed with tribe: Levi.",1,2369,"In this dataset, Anaiah is described as stood on Ezra's right hand as he read from the Law (NEH 8:4),. Recorded as male; listed with tribe: Levi."
Uriah_3,Uriah,,stood on Ezra's right hand as he read from the Law (NEH 8:4),male,Levi,"In this dataset, Uriah is described as stood on Ezra's right hand as he read from the Law (NEH 8:4). Recorded as male; listed with tribe: Levi.",3,2370,"In this dataset, Uriah is described as stood on Ezra's right hand as he read from the Law (NEH 8:4). Recorded as male; listed with tribe: Levi."
Maaseiah_10,Maaseiah,,stood on Ezra's right hand as he read from the Law (NEH 8:4) and explained the law to the people (NEH 8:7),male,,"In this dataset, Maaseiah is described as stood on Ezra's right hand as he read from the Law (NEH 8:4) and explained the law to the people (NEH 8:7). Recorded as male.",10,2371,"In this dataset, Maaseiah is described as stood on Ezra's right hand as he read from the Law (NEH 8:4) and explained the law to the people (NEH 8:7). Recorded as male."
Pedaiah_5,Pedaiah,,stood on Ezra's left hand as he read from the Law (NEH 8:4),male,Levi,"In this dataset, Pedaiah is described as stood on Ezra's left hand as he read from the Law (NEH 8:4). Recorded as male; listed with tribe: Levi.",5,2372,"In this dataset, Pedaiah is described as stood on Ezra's left hand as he read from the Law (NEH 8:4). Recorded as male; listed with tribe: Levi."
Mishael_2,Mishael,,stood on Ezra's left hand as he read from the Law (NEH 8:4),male,Levi,"In this dataset, Mishael is described as stood on Ezra's left hand as he read from the Law (NEH 8:4). Recorded as male; listed with tribe: Levi.",2,2373,"In this dataset, Mishael is described as stood on Ezra's left hand as he read from the Law (NEH 8:4). Recorded as male; listed with tribe: Levi."
Hashum_2,Hashum,,stood on Ezra's left hand as he read from the Law (NEH 8:4),male,,"In this dataset, Hashum is described as stood on Ezra's left hand as he read from the Law (NEH 8:4). Recorded as male.",2,2374,"In this dataset, Hashum is described as stood on Ezra's left hand as he read from the Law (NEH 8:4). Recorded as male."
Hashbaddanah_1,Hashbaddanah,,stood on Ezra's left hand as he read from the Law (NEH 8:4),male,Levi,"In this dataset, Hashbaddanah is described as stood on Ezra's left hand as he read from the Law (NEH 8:4). Recorded as male; listed with tribe: Levi.",1,2375,"In this dataset, Hashbaddanah is described as stood on Ezra's left hand as he read from the Law (NEH 8:4). Recorded as male; listed with tribe: Levi."
Meshullam_13,Meshullam,,"stood on Ezra's left hand as he read from the Law (NEH 8:4), son of Ginnethon_1 (NEH 12:16)",male,Levi,"In this dataset, Meshullam is described as stood on Ezra's left hand as he read from the Law (NEH 8:4), son of Ginnethon_1 (NEH 12:16). Recorded as male; listed with tribe: Levi.",13,2376,"In this dataset, Meshullam is described as stood on Ezra's left hand as he read from the Law (NEH 8:4), son of Ginnethon_1 (NEH 12:16). Recorded as male; listed with tribe: Levi."
Jeshua_7,Jeshua,,"explained the law to the people (NEH 8:7), stood on the Levites platform (NEH 9:4), and exhorted Israel to bless the Lord (NEH 9:5)",male,Levi,"In this dataset, Jeshua is described as explained the law to the people (NEH 8:7), stood on the Levites platform (NEH 9:4), and exhorted Israel to bless the Lord (NEH 9:5). Recorded as male; listed with tribe: Levi.",7,2377,"In this dataset, Jeshua is described as explained the law to the people (NEH 8:7), stood on the Levites platform (NEH 9:4), and exhorted Israel to bless the Lord (NEH 9:5). Recorded as male; listed with tribe: Levi."
Bani_7,Bani,,"explained the law to the people (NEH 8:7), stood on the Levites platform (NEH 9:4), and exhorted Israel to bless the Lord (NEH 9:5)",male,Levi,"In this dataset, Bani is described as explained the law to the people (NEH 8:7), stood on the Levites platform (NEH 9:4), and exhorted Israel to bless the Lord (NEH 9:5). Recorded as male; listed with tribe: Levi.",7,2378,"In this dataset, Bani is described as explained the law to the people (NEH 8:7), stood on the Levites platform (NEH 9:4), and exhorted Israel to bless the Lord (NEH 9:5). Recorded as male; listed with tribe: Levi."
Sherebiah_2,Sherebiah,,"explained the law to the people (NEH 8:7), stood on the Levites platform (NEH 9:4), and exhorted Israel to bless the Lord (NEH 9:5)",male,Levi,"In this dataset, Sherebiah is described as explained the law to the people (NEH 8:7), stood on the Levites platform (NEH 9:4), and exhorted Israel to bless the Lord (NEH 9:5). Recorded as male; listed with tribe: Levi.",2,2379,"In this dataset, Sherebiah is described as explained the law to the people (NEH 8:7), stood on the Levites platform (NEH 9:4), and exhorted Israel to bless the Lord (NEH 9:5). Recorded as male; listed with tribe: Levi."
Jamin_3,Jamin,,explained the law to the people (NEH 8:7),male,Levi,"In this dataset, Jamin is described as explained the law to the people (NEH 8:7). Recorded as male; listed with tribe: Levi.",3,2380,"In this dataset, Jamin is described as explained the law to the people (NEH 8:7). Recorded as male; listed with tribe: Levi."
Shabbethai_2,Shabbethai,,explained the law to the people (NEH 8:7),male,Levi,"In this dataset, Shabbethai is described as explained the law to the people (NEH 8:7). Recorded as male; listed with tribe: Levi.",2,2381,"In this dataset, Shabbethai is described as explained the law to the people (NEH 8:7). Recorded as male; listed with tribe: Levi."
Hodiah_2,Hodiah,,explained the law to the people (NEH 8:7) and exhorted Israel to bless the Lord (NEH 9:5),male,Levi,"In this dataset, Hodiah is described as explained the law to the people (NEH 8:7) and exhorted Israel to bless the Lord (NEH 9:5). Recorded as male; listed with tribe: Levi.",2,2382,"In this dataset, Hodiah is described as explained the law to the people (NEH 8:7) and exhorted Israel to bless the Lord (NEH 9:5). Recorded as male; listed with tribe: Levi."
